Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,Grid-12,144,264,4,100,8,8,9,--,true,3
2,Grid-12,144,264,4,100,9,9,10,--,true,499
3,Grid-12,144,264,4,100,10,10,11,--,true,1083
4,Grid-12,144,264,4,100,11,11,12,--,true,17549
5,Grid-12,144,264,4,100,12,12,13,--,true,107153
6,Grid-12,144,264,4,100,13,13,14,--,true,634537
7,Grid-12,144,264,4,100,14,14,13,--,false,3010103
8,Grid-12,144,264,4,100,15,15,13,--,false,3010091
9,Grid-12,144,264,4,100,16,16,13,--,false,3010079
10,Grid-12,144,264,4,100,17,17,13,--,false,3010072
11,Grid-12,144,264,4,100,18,18,12,--,false,3010088
12,Grid-12,144,264,4,100,19,19,11,--,false,3010079
13,Grid-12,144,264,4,100,20,20,11,--,false,3010079
14,Grid-12,144,264,4,100,21,21,11,--,false,3010075
15,Grid-12,144,264,4,100,22,22,11,--,false,3010077
16,Grid-12,144,264,4,100,23,23,10,--,false,3010069
17,Grid-12,144,264,4,100,24,24,10,--,false,3010074
18,Grid-12,144,264,4,100,25,25,11,--,false,3010071
19,Grid-12,144,264,4,100,26,26,11,--,false,3010098
20,Grid-12,144,264,4,100,27,27,11,--,false,3010075
21,Grid-12,144,264,4,100,28,28,12,--,false,3010088
22,Grid-12,144,264,4,100,29,29,13,--,false,3010064
23,Grid-12,144,264,4,100,30,30,12,--,false,3010065
24,Grid-12,144,264,4,100,31,31,12,--,false,3010089
25,Grid-12,144,264,4,100,32,32,12,--,false,3010068
26,Grid-12,144,264,4,100,33,33,13,--,false,3010070
27,Grid-12,144,264,4,100,34,34,14,--,false,3010089
28,Grid-12,144,264,4,100,35,35,14,--,false,3010100
29,Grid-12,144,264,4,100,36,36,12,--,false,3010074
30,Grid-12,144,264,4,100,37,37,12,--,false,3010092
31,Grid-12,144,264,4,100,38,38,12,--,false,3010083
32,Grid-12,144,264,4,100,39,39,12,--,false,3010087
33,Grid-12,144,264,4,100,40,40,13,--,false,3010071
34,Grid-12,144,264,4,100,41,41,11,--,false,3010087
35,Grid-12,144,264,4,100,42,42,10,--,false,3010082
36,Grid-12,144,264,4,100,43,43,9,--,false,3010068
37,Grid-12,144,264,4,100,44,44,9,--,false,3010071
38,Grid-12,144,264,4,100,45,45,9,--,false,3010077
39,Grid-12,144,264,4,100,46,46,9,--,false,3010081
40,Grid-12,144,264,4,100,47,47,9,--,false,3010073
41,Grid-12,144,264,4,100,48,48,9,--,false,3010102
42,Grid-12,144,264,4,100,49,49,10,--,false,3010155
43,Grid-12,144,264,4,100,50,50,9,27,false,3010106
44,Grid-12,144,264,4,100,51,51,9,27,false,3010087
45,Grid-12,144,264,4,100,52,52,9,27,false,3010087
46,Grid-12,144,264,4,100,53,53,9,27,false,3010080
47,Grid-12,144,264,4,100,54,54,9,28,false,3010078
