Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,Grid-14,196,364,4,144,10,10,11,--,true,162
2,Grid-14,196,364,4,144,11,11,12,--,true,2641
3,Grid-14,196,364,4,144,12,12,13,--,true,28068
4,Grid-14,196,364,4,144,13,13,14,--,true,261482
5,Grid-14,196,364,4,144,14,14,15,--,true,1679840
6,Grid-14,196,364,4,144,15,15,14,--,false,3010097
7,Grid-14,196,364,4,144,16,16,13,--,false,3010075
8,Grid-14,196,364,4,144,17,17,13,--,false,3010075
9,Grid-14,196,364,4,144,18,18,14,--,false,3010073
10,Grid-14,196,364,4,144,19,19,15,--,false,3010081
11,Grid-14,196,364,4,144,20,20,12,--,false,3010077
12,Grid-14,196,364,4,144,21,21,12,--,false,3010076
13,Grid-14,196,364,4,144,22,22,14,--,false,3010076
14,Grid-14,196,364,4,144,23,23,15,--,false,3010079
15,Grid-14,196,364,4,144,24,24,11,--,false,3010093
16,Grid-14,196,364,4,144,25,25,10,--,false,3010074
17,Grid-14,196,364,4,144,26,26,10,--,false,3010078
18,Grid-14,196,364,4,144,27,27,10,--,false,3010080
19,Grid-14,196,364,4,144,28,28,9,--,false,3010074
20,Grid-14,196,364,4,144,29,29,9,--,false,3010069
21,Grid-14,196,364,4,144,30,30,10,--,false,3010076
22,Grid-14,196,364,4,144,31,31,9,--,false,3010072
23,Grid-14,196,364,4,144,32,32,10,--,false,3010079
24,Grid-14,196,364,4,144,33,33,9,--,false,3010068
25,Grid-14,196,364,4,144,34,34,9,--,false,3010073
26,Grid-14,196,364,4,144,35,35,9,--,false,3010074
27,Grid-14,196,364,4,144,36,36,10,--,false,3010072
28,Grid-14,196,364,4,144,37,37,11,--,false,3010081
29,Grid-14,196,364,4,144,38,38,10,--,false,3010081
30,Grid-14,196,364,4,144,39,39,11,--,false,3010076
31,Grid-14,196,364,4,144,40,40,11,--,false,3010094
32,Grid-14,196,364,4,144,41,41,10,--,false,3010096
33,Grid-14,196,364,4,144,42,42,9,--,false,3010121
34,Grid-14,196,364,4,144,43,43,9,--,false,3010098
35,Grid-14,196,364,4,144,44,44,9,--,false,3010105
36,Grid-14,196,364,4,144,45,45,9,45,false,3010091
