Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,Grid-20,400,1520,4,324,14,14,15,--,true,2544
2,Grid-20,400,1520,4,324,15,15,16,--,true,76542
3,Grid-20,400,1520,4,324,16,16,17,--,true,2149039
4,Grid-20,400,1520,4,324,17,17,16,--,false,3010063
5,Grid-20,400,1520,4,324,18,18,15,--,false,3010071
6,Grid-20,400,1520,4,324,19,19,15,--,false,3010079
7,Grid-20,400,1520,4,324,20,20,16,--,false,3010075
8,Grid-20,400,1520,4,324,21,21,17,--,false,3010071
9,Grid-20,400,1520,4,324,22,22,17,--,false,3010073
10,Grid-20,400,1520,4,324,23,23,15,--,false,3010081
11,Grid-20,400,1520,4,324,24,24,15,--,false,3010070
12,Grid-20,400,1520,4,324,25,25,12,--,false,3010077
13,Grid-20,400,1520,4,324,26,26,12,--,false,3010090
14,Grid-20,400,1520,4,324,27,27,12,--,false,3010073
15,Grid-20,400,1520,4,324,28,28,11,--,false,3010066
16,Grid-20,400,1520,4,324,29,29,12,--,false,3010087
17,Grid-20,400,1520,4,324,30,30,10,--,false,3010076
18,Grid-20,400,1520,4,324,31,31,10,--,false,3010089
19,Grid-20,400,1520,4,324,32,32,11,--,false,3010083
20,Grid-20,400,1520,4,324,33,33,10,--,false,3010109
21,Grid-20,400,1520,4,324,34,34,9,--,false,3010087
22,Grid-20,400,1520,4,324,35,35,10,--,false,3010078
23,Grid-20,400,1520,4,324,36,36,11,--,false,3010080
24,Grid-20,400,1520,4,324,37,37,10,--,false,3010094
25,Grid-20,400,1520,4,324,38,38,10,--,false,3010074
26,Grid-20,400,1520,4,324,39,39,10,--,false,3010088
27,Grid-20,400,1520,4,324,40,40,10,--,false,3010082
28,Grid-20,400,1520,4,324,41,41,9,--,false,3010117
29,Grid-20,400,1520,4,324,42,42,9,--,false,3010087
30,Grid-20,400,1520,4,324,43,43,9,--,false,3010132
31,Grid-20,400,1520,4,324,44,44,10,--,false,3010091
32,Grid-20,400,1520,4,324,45,45,11,--,false,3010091
33,Grid-20,400,1520,4,324,46,46,10,--,false,3010095
34,Grid-20,400,1520,4,324,47,47,10,--,false,3010103
35,Grid-20,400,1520,4,324,48,48,10,--,false,3010102
36,Grid-20,400,1520,4,324,49,49,11,--,false,3010098
37,Grid-20,400,1520,4,324,50,50,10,--,false,3010100
38,Grid-20,400,1520,4,324,51,51,9,--,false,3010123
39,Grid-20,400,1520,4,324,52,52,10,--,false,3010134
40,Grid-20,400,1520,4,324,53,53,9,--,false,3010098
41,Grid-20,400,1520,4,324,54,54,10,--,false,3010115
42,Grid-20,400,1520,4,324,55,55,9,--,false,3010095
43,Grid-20,400,1520,4,324,56,56,8,--,false,3010090
44,Grid-20,400,1520,4,324,57,57,9,--,false,3010109
45,Grid-20,400,1520,4,324,58,58,9,--,false,3010100
46,Grid-20,400,1520,4,324,59,59,8,--,false,3010106
47,Grid-20,400,1520,4,324,60,60,8,--,false,3010112
48,Grid-20,400,1520,4,324,61,61,8,--,false,3010095
49,Grid-20,400,1520,4,324,62,62,9,--,false,3010129
50,Grid-20,400,1520,4,324,63,63,8,--,false,3010108
51,Grid-20,400,1520,4,324,64,64,9,--,false,3010121
52,Grid-20,400,1520,4,324,65,65,8,--,false,3010113
53,Grid-20,400,1520,4,324,66,66,9,--,false,3010127
54,Grid-20,400,1520,4,324,67,67,8,--,false,3010111
55,Grid-20,400,1520,4,324,68,68,7,--,false,3010112
56,Grid-20,400,1520,4,324,69,69,8,--,false,3010118
57,Grid-20,400,1520,4,324,70,70,7,--,false,3010118
58,Grid-20,400,1520,4,324,71,71,8,--,false,3010137
59,Grid-20,400,1520,4,324,72,72,9,--,false,3010119
60,Grid-20,400,1520,4,324,73,73,8,--,false,3010118
61,Grid-20,400,1520,4,324,74,74,11,--,false,3010123
62,Grid-20,400,1520,4,324,75,75,13,--,false,3010116
63,Grid-20,400,1520,4,324,76,76,14,--,false,3010125
64,Grid-20,400,1520,4,324,77,77,10,--,false,3010117
65,Grid-20,400,1520,4,324,78,78,10,--,false,3010130
66,Grid-20,400,1520,4,324,79,79,10,--,false,3010142
67,Grid-20,400,1520,4,324,80,80,9,--,false,3010146
68,Grid-20,400,1520,4,324,81,81,9,--,false,3010141
69,Grid-20,400,1520,4,324,82,82,8,--,false,3010142
70,Grid-20,400,1520,4,324,83,83,8,--,false,3010154
71,Grid-20,400,1520,4,324,84,84,8,--,false,3010154
72,Grid-20,400,1520,4,324,85,85,7,--,false,3010143
73,Grid-20,400,1520,4,324,144,144,9,101,false,3010298
