Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,Grid-15,225,840,4,169,10,10,11,--,true,0
2,Grid-15,225,840,4,169,11,11,12,--,true,752
3,Grid-15,225,840,4,169,12,12,13,--,true,15302
4,Grid-15,225,840,4,169,13,13,14,--,true,82941
5,Grid-15,225,840,4,169,14,14,15,--,true,1608291
6,Grid-15,225,840,4,169,15,15,14,--,false,3010069
7,Grid-15,225,840,4,169,16,16,14,--,false,3010066
8,Grid-15,225,840,4,169,17,17,13,--,false,3010072
9,Grid-15,225,840,4,169,18,18,14,--,false,3010088
10,Grid-15,225,840,4,169,19,19,15,--,false,3010077
11,Grid-15,225,840,4,169,20,20,16,--,false,3010063
12,Grid-15,225,840,4,169,21,21,12,--,false,3010072
13,Grid-15,225,840,4,169,22,22,14,--,false,3010074
14,Grid-15,225,840,4,169,23,23,15,--,false,3010067
15,Grid-15,225,840,4,169,24,24,11,--,false,3010066
16,Grid-15,225,840,4,169,25,25,10,--,false,3010068
17,Grid-15,225,840,4,169,26,26,10,--,false,3010074
18,Grid-15,225,840,4,169,27,27,10,--,false,3010075
19,Grid-15,225,840,4,169,28,28,10,--,false,3010072
20,Grid-15,225,840,4,169,29,29,9,--,false,3010073
21,Grid-15,225,840,4,169,30,30,9,--,false,3010066
22,Grid-15,225,840,4,169,31,31,9,--,false,3010078
23,Grid-15,225,840,4,169,32,32,9,--,false,3010086
24,Grid-15,225,840,4,169,33,33,9,--,false,3010075
25,Grid-15,225,840,4,169,34,34,9,--,false,3010075
26,Grid-15,225,840,4,169,35,35,9,--,false,3010078
27,Grid-15,225,840,4,169,36,36,10,--,false,3010088
28,Grid-15,225,840,4,169,37,37,11,--,false,3010093
29,Grid-15,225,840,4,169,38,38,10,--,false,3010091
30,Grid-15,225,840,4,169,39,39,11,--,false,3010074
31,Grid-15,225,840,4,169,40,40,10,--,false,3010076
32,Grid-15,225,840,4,169,41,41,10,--,false,3010078
33,Grid-15,225,840,4,169,42,42,10,--,false,3010076
34,Grid-15,225,840,4,169,43,43,11,--,false,3010090
35,Grid-15,225,840,4,169,44,44,8,--,false,3010076
36,Grid-15,225,840,4,169,45,45,8,--,false,3010102
37,Grid-15,225,840,4,169,46,46,8,--,false,3010096
38,Grid-15,225,840,4,169,47,47,9,--,false,3010093
39,Grid-15,225,840,4,169,48,48,10,--,false,3010092
40,Grid-15,225,840,4,169,49,49,9,--,false,3010087
41,Grid-15,225,840,4,169,50,50,9,--,false,3010088
42,Grid-15,225,840,4,169,51,51,10,--,false,3010078
43,Grid-15,225,840,4,169,52,52,9,--,false,3010074
44,Grid-15,225,840,4,169,53,53,10,--,false,3010097
45,Grid-15,225,840,4,169,54,54,10,--,false,3010104
46,Grid-15,225,840,4,169,55,55,8,61,false,3010097
47,Grid-15,225,840,4,169,56,56,8,62,false,3010086
48,Grid-15,225,840,4,169,57,57,7,63,false,3010115
49,Grid-15,225,840,4,169,58,58,8,62,false,3010087
50,Grid-15,225,840,4,169,59,59,7,62,false,3010082
51,Grid-15,225,840,4,169,60,60,7,64,false,3010093
52,Grid-15,225,840,4,169,61,61,7,59,false,3010104
