Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,Sol\_size,Finished,Duration
1,Grid-15,225,840,4,169,10,10,--,true,3.488s
2,Grid-15,225,840,4,169,11,11,--,true,3.94s
3,Grid-15,225,840,4,169,12,12,--,true,7.972s
4,Grid-15,225,840,4,169,13,13,--,true,4.356s
5,Grid-15,225,840,4,169,14,14,--,true,7.24s
6,Grid-15,225,840,4,169,15,15,--,true,19.652s
7,Grid-15,225,840,4,169,16,16,--,true,18.556s
8,Grid-15,225,840,4,169,17,17,--,true,11.488s
9,Grid-15,225,840,4,169,18,18,--,true,124.08s
10,Grid-15,225,840,4,169,19,19,--,true,133.428s
11,Grid-15,225,840,4,169,20,20,--,true,551.744s
12,Grid-15,225,840,4,169,21,21,--,true,602.324s
13,Grid-15,225,840,4,169,22,22,--,true,1723.91s
14,Grid-15,225,840,4,169,23,23,--,false,2999.86s
15,Grid-15,225,840,4,169,24,24,--,true,1790.67s
16,Grid-15,225,840,4,169,25,25,--,true,1135.38s
17,Grid-15,225,840,4,169,26,26,--,false,3010.4s
18,Grid-15,225,840,4,169,27,27,--,false,2999.16s
19,Grid-15,225,840,4,169,28,28,--,false,2999.35s
20,Grid-15,225,840,4,169,29,29,--,false,3002.46s
21,Grid-15,225,840,4,169,30,30,--,false,3002.12s
22,Grid-15,225,840,4,169,31,31,--,false,2999.73s
23,Grid-15,225,840,4,169,32,32,--,false,2999.97s
24,Grid-15,225,840,4,169,33,33,--,false,3003.42s
25,Grid-15,225,840,4,169,34,34,--,false,2999.75s
26,Grid-15,225,840,4,169,35,35,--,false,3000.19s
27,Grid-15,225,840,4,169,36,36,--,false,2999.91s
28,Grid-15,225,840,4,169,37,37,--,false,3000.41s
29,Grid-15,225,840,4,169,38,38,--,false,2999.62s
30,Grid-15,225,840,4,169,39,39,--,false,3000.12s
31,Grid-15,225,840,4,169,40,40,40,true,326.12s
32,Grid-15,225,840,4,169,41,41,41,true,1847.93s
33,Grid-15,225,840,4,169,42,42,42,true,437.572s
34,Grid-15,225,840,4,169,43,43,43,true,457.472s
35,Grid-15,225,840,4,169,44,44,43,true,183.504s
36,Grid-15,225,840,4,169,45,45,45,true,311.848s
37,Grid-15,225,840,4,169,46,46,46,true,311.056s
38,Grid-15,225,840,4,169,47,47,47,true,218.72s
39,Grid-15,225,840,4,169,48,48,48,true,229.76s
40,Grid-15,225,840,4,169,49,49,49,true,310.104s
41,Grid-15,225,840,4,169,50,50,50,true,20.112s
42,Grid-15,225,840,4,169,51,51,49,true,74.532s
43,Grid-15,225,840,4,169,52,52,52,true,12.056s
44,Grid-15,225,840,4,169,53,53,50,true,9.332s
45,Grid-15,225,840,4,169,54,54,54,true,38.708s
46,Grid-15,225,840,4,169,55,55,55,true,12.816s
47,Grid-15,225,840,4,169,56,56,56,true,17.104s
48,Grid-15,225,840,4,169,57,57,57,true,12.452s
49,Grid-15,225,840,4,169,58,58,58,true,6.04s
50,Grid-15,225,840,4,169,59,59,59,true,5.728s
51,Grid-15,225,840,4,169,60,60,60,true,6.088s
52,Grid-15,225,840,4,169,61,61,61,true,16.832s
53,Grid-15,225,840,4,169,62,62,61,true,6.172s
54,Grid-15,225,840,4,169,63,63,63,true,6.208s
55,Grid-15,225,840,4,169,64,64,64,true,5.288s
56,Grid-15,225,840,4,169,65,65,65,true,5.812s
57,Grid-15,225,840,4,169,66,66,66,true,6.46s
58,Grid-15,225,840,4,169,67,67,67,true,7.76s
59,Grid-15,225,840,4,169,68,68,68,true,5.752s
60,Grid-15,225,840,4,169,69,69,69,true,5.332s
61,Grid-15,225,840,4,169,70,70,70,true,5.608s
62,Grid-15,225,840,4,169,71,71,71,true,6.316s
63,Grid-15,225,840,4,169,72,72,67,true,5.584s
64,Grid-15,225,840,4,169,73,73,59,true,5.992s
65,Grid-15,225,840,4,169,74,74,55,true,5.952s
66,Grid-15,225,840,4,169,75,75,74,true,6.372s
67,Grid-15,225,840,4,169,76,76,76,true,6.428s
68,Grid-15,225,840,4,169,77,77,77,true,7.284s
69,Grid-15,225,840,4,169,78,78,71,true,6.032s
70,Grid-15,225,840,4,169,79,79,66,true,6.176s
71,Grid-15,225,840,4,169,80,80,80,true,6.328s
72,Grid-15,225,840,4,169,81,81,63,true,5.884s
73,Grid-15,225,840,4,169,82,82,33,true,5.692s
74,Grid-15,225,840,4,169,83,83,34,true,5.648s
