Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,btree-8,255,254,3,126,9,9,10,--,true,8
2,btree-8,255,254,3,126,10,10,11,--,true,71
3,btree-8,255,254,3,126,11,11,12,--,true,269
4,btree-8,255,254,3,126,12,12,13,--,true,621
5,btree-8,255,254,3,126,13,13,14,17,true,3427
6,btree-8,255,254,3,126,14,14,15,17,true,14776
7,btree-8,255,254,3,126,15,15,8,8,true,219
