Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,btree-5,31,30,3,14,3,3,4,--,true,3
2,btree-5,31,30,3,14,4,4,4,4,true,6
3,btree-5,31,30,3,14,5,5,4,5,true,8
4,btree-5,31,30,3,14,6,6,4,5,true,5
