Row,Name,Size,Edges,MAX,MAX_COUNT,C,K,LB,Solution,Finished,Duration
1,btree-7,127,126,3,62,6,6,7,--,true,10
2,btree-7,127,126,3,62,7,7,8,--,true,20
3,btree-7,127,126,3,62,8,8,8,8,true,27
4,btree-7,127,126,3,62,9,9,8,8,true,23
5,btree-7,127,126,3,62,10,10,8,9,true,59
