Row,Name,Size,Edges,MAX,MAX_COUNT,C,LB,Sol\_size,Timeout,Duration
54,Grid-20,400,1520,4,324,106,7,36,3000,3000045
55,Grid-20,400,1520,4,324,107,8,32,3000,3000044
56,Grid-20,400,1520,4,324,108,8,36,3000,3000041
57,Grid-20,400,1520,4,324,109,7,33,3000,3000042
58,Grid-20,400,1520,4,324,110,8,33,3000,3000043
59,Grid-20,400,1520,4,324,111,8,33,3000,3000048
60,Grid-20,400,1520,4,324,112,8,32,3000,3000048
61,Grid-20,400,1520,4,324,113,8,32,3000,3000045
62,Grid-20,400,1520,4,324,114,7,34,3000,3000044
63,Grid-20,400,1520,4,324,115,9,33,3000,3000053
64,Grid-20,400,1520,4,324,116,8,32,3000,3000051
65,Grid-20,400,1520,4,324,117,10,32,3000,3000037
66,Grid-20,400,1520,4,324,118,9,32,3000,3000041
67,Grid-20,400,1520,4,324,119,8,32,3000,3000054
68,Grid-20,400,1520,4,324,120,9,33,3000,3000042
69,Grid-20,400,1520,4,324,121,9,31,3000,3000048
70,Grid-20,400,1520,4,324,122,9,32,3000,3000043
71,Grid-20,400,1520,4,324,123,8,31,3000,3000046
72,Grid-20,400,1520,4,324,124,9,30,3000,3000042
73,Grid-20,400,1520,4,324,125,9,29,3000,3000041
74,Grid-20,400,1520,4,324,126,10,29,3000,3000038
75,Grid-20,400,1520,4,324,127,9,30,3000,3000051
76,Grid-20,400,1520,4,324,128,9,30,3000,3000046
77,Grid-20,400,1520,4,324,129,10,28,3000,3000035
78,Grid-20,400,1520,4,324,130,9,28,3000,3000042
79,Grid-20,400,1520,4,324,131,10,28,3000,3000161
80,Grid-20,400,1520,4,324,132,8,28,3000,3000043
81,Grid-20,400,1520,4,324,133,9,28,3000,3000043
82,Grid-20,400,1520,4,324,134,11,28,3000,3000045
83,Grid-20,400,1520,4,324,135,10,28,3000,3000053
84,Grid-20,400,1520,4,324,136,10,28,3000,3000047
85,Grid-20,400,1520,4,324,137,11,28,3000,3000045
86,Grid-20,400,1520,4,324,138,10,28,3000,3000045
87,Grid-20,400,1520,4,324,139,10,29,3000,3000055
88,Grid-20,400,1520,4,324,140,11,28,3000,3000060
89,Grid-20,400,1520,4,324,141,11,27,3000,3000044
90,Grid-20,400,1520,4,324,142,11,28,3000,3000035
91,Grid-20,400,1520,4,324,143,10,27,3000,3000041
92,Grid-20,400,1520,4,324,144,10,27,3000,3000062
