Row,Name,Size,Edges,MAX,MAX_COUNT,C,LB,Sol\_size,Timeout,Duration
1,btree-6,63,62,3,30,4,9,9,3000,48371
2,btree-6,63,62,3,30,5,9,9,3000,34244
3,btree-6,63,62,3,30,6,9,9,3000,39598
4,btree-6,63,62,3,30,7,4,4,3000,6782
5,btree-6,63,62,3,30,8,4,4,3000,8728
